word,difficulty,trickiness,band,band_label,aoa,syllables,letters,phonemes,freq_pm,pct_known,pos,patterns
parrot,1,7,2,Grades 1-2,5.58,2,6,5,3.27,1.0,Noun,double-letter
sleigh,1,10,2,Grades 1-2,6.0,1,6,3,3.27,1.0,Noun,ie/ei|gh
crust,1,1,2,Grades 1-2,5.95,1,5,5,3.25,1.0,Noun,
lotion,1,6,2,Grades 1-2,5.83,2,6,5,3.25,1.0,Noun,-tion
skunk,1,1,2,Grades 1-2,5.32,1,5,5,3.25,1.0,Noun,
bruise,1,5,2,Grades 1-2,5.45,1,6,4,3.24,1.0,Noun,
maple,1,1,2,Grades 1-2,5.94,2,5,5,3.24,1.0,Noun,
pup,1,1,2,Grades 1-2,5.11,1,3,3,3.22,1.0,Noun,
hen,1,1,2,Grades 1-2,6.39,1,3,3,3.2,1.0,Noun,
ruler,1,3,2,Grades 1-2,5.94,2,5,4,3.18,1.0,Noun,
fatso,1,1,2,Grades 1-2,6.72,2,5,5,3.16,1.0,Noun,
flour,1,3,2,Grades 1-2,6.89,2,5,4,3.16,1.0,Noun,
paw,1,1,2,Grades 1-2,5.89,1,3,2,3.12,1.0,Noun,
slimy,1,1,2,Grades 1-2,6.28,2,5,5,3.12,1.0,Adjective,
carve,1,2,2,Grades 1-2,6.35,1,5,4,3.1,0.94,Verb,
wand,1,1,2,Grades 1-2,6.39,1,4,4,3.08,1.0,Noun,
germs,1,2,2,Grades 1-2,5.29,1,5,4,3.02,1.0,Noun,
cloak,1,2,2,Grades 1-2,6.95,1,5,4,3.0,1.0,Noun,
muddy,1,6,2,Grades 1-2,5.42,2,5,4,3.0,1.0,Adjective,double-letter
rake,1,2,2,Grades 1-2,5.32,1,4,3,2.98,1.0,Verb,
scoot,1,8,2,Grades 1-2,6.0,1,5,4,2.98,1.0,Verb,double-letter|sc
arise,1,5,2,Grades 1-2,6.89,2,5,3,2.96,1.0,Verb,
calf,1,2,2,Grades 1-2,6.63,1,4,3,2.96,1.0,Noun,
fireman,1,4,2,Grades 1-2,5.05,2,7,6,2.92,1.0,Noun,
outlaw,1,6,2,Grades 1-2,6.33,2,6,4,2.92,1.0,Noun,
bun,1,1,2,Grades 1-2,5.79,1,3,3,2.88,1.0,Noun,
thingy,1,6,2,Grades 1-2,5.76,2,6,4,2.86,0.94,Noun,
cradle,1,1,2,Grades 1-2,5.22,2,6,6,2.84,1.0,Noun,
nosy,1,1,2,Grades 1-2,5.47,2,4,4,2.82,1.0,Adjective,
weenie,1,10,2,Grades 1-2,6.1,2,6,4,2.82,0.95,Noun,double-letter|ie/ei
zipper,1,8,2,Grades 1-2,5.0,2,6,4,2.82,1.0,Noun,double-letter
fishy,1,3,2,Grades 1-2,6.72,2,5,4,2.8,1.0,Adjective,
mush,1,2,2,Grades 1-2,5.78,1,4,3,2.8,1.0,Verb,
dairy,1,3,2,Grades 1-2,6.85,2,5,4,2.78,1.0,Noun,
slime,1,3,2,Grades 1-2,6.78,1,5,4,2.76,1.0,Noun,
magnet,1,5,2,Grades 1-2,6.1,2,6,6,2.75,1.0,Noun,gn
spook,1,6,2,Grades 1-2,6.56,1,5,4,2.75,1.0,Noun,double-letter
squirt,1,3,2,Grades 1-2,6.53,1,6,5,2.75,1.0,Verb,
tug,1,1,2,Grades 1-2,5.17,1,3,3,2.75,1.0,Noun,
heater,1,6,2,Grades 1-2,6.1,2,6,4,2.73,1.0,Noun,
grin,1,1,2,Grades 1-2,5.84,1,4,4,2.71,1.0,Noun,
troll,1,6,2,Grades 1-2,5.72,1,5,4,2.71,1.0,Noun,double-letter
hoop,1,5,2,Grades 1-2,6.11,1,4,3,2.69,1.0,Noun,double-letter
apron,1,1,2,Grades 1-2,6.75,2,5,5,2.67,1.0,Noun,
stomp,1,1,2,Grades 1-2,5.79,1,5,5,2.67,1.0,Verb,
icy,1,1,2,Grades 1-2,5.83,2,3,3,2.65,1.0,Adjective,
shush,1,5,2,Grades 1-2,5.75,1,5,3,2.65,0.95,Interjection,
jug,1,1,2,Grades 1-2,5.83,1,3,3,2.63,1.0,Noun,
windy,1,1,2,Grades 1-2,5.39,2,5,5,2.63,1.0,Adjective,
cheesy,1,8,2,Grades 1-2,6.21,2,6,4,2.61,1.0,Adjective,double-letter
jaws,1,2,2,Grades 1-2,5.28,1,4,3,2.61,1.0,Noun,
dunk,1,1,2,Grades 1-2,6.58,1,4,4,2.59,1.0,Verb,
eighty,1,10,2,Grades 1-2,5.87,2,6,3,2.53,1.0,Number,ie/ei|gh
bathe,1,5,2,Grades 1-2,5.0,1,5,3,2.51,1.0,Verb,
postman,1,2,2,Grades 1-2,5.22,2,7,7,2.51,1.0,Noun,
teeny,1,6,2,Grades 1-2,5.42,2,5,4,2.51,1.0,Adjective,double-letter
ache,1,4,2,Grades 1-2,5.79,1,4,2,2.49,1.0,Noun,
buggy,1,6,2,Grades 1-2,6.95,2,5,4,2.49,0.9,Noun,double-letter
salty,1,1,2,Grades 1-2,5.33,2,5,5,2.49,1.0,Adjective,
bozo,1,1,2,Grades 1-2,6.21,2,4,4,2.47,1.0,Noun,
wed,1,1,2,Grades 1-2,6.95,1,3,3,2.45,1.0,Verb,
zap,1,1,2,Grades 1-2,6.56,1,3,3,2.45,1.0,Verb,
diver,1,3,2,Grades 1-2,6.89,2,5,4,2.43,1.0,Noun,
undress,1,7,2,Grades 1-2,5.28,2,7,6,2.43,1.0,Verb,double-letter
jog,1,1,2,Grades 1-2,6.21,1,3,3,2.41,1.0,Verb,
furry,1,8,2,Grades 1-2,5.72,2,5,3,2.39,1.0,Adjective,double-letter
honk,1,1,2,Grades 1-2,5.39,1,4,4,2.39,1.0,Verb,
squeak,1,3,2,Grades 1-2,5.84,1,6,5,2.37,1.0,Verb,
weeds,1,6,2,Grades 1-2,5.85,1,5,4,2.37,1.0,Noun,double-letter
curl,1,2,2,Grades 1-2,6.39,1,4,3,2.35,1.0,Verb,
gobble,1,7,2,Grades 1-2,5.58,2,6,5,2.35,1.0,Verb,double-letter
grumpy,1,1,2,Grades 1-2,5.89,2,6,6,2.35,1.0,Adjective,
odor,1,3,2,Grades 1-2,6.81,2,4,3,2.33,1.0,Noun,
flop,1,1,2,Grades 1-2,6.68,1,4,4,2.31,1.0,Noun,
mow,1,1,2,Grades 1-2,6.76,1,3,2,2.29,0.94,Verb,
chant,1,2,2,Grades 1-2,6.88,1,5,4,2.27,0.94,Noun,
itchy,1,5,2,Grades 1-2,5.16,2,5,3,2.27,1.0,Adjective,
moth,1,2,2,Grades 1-2,5.74,1,4,3,2.27,1.0,Noun,
comfy,1,1,2,Grades 1-2,6.06,2,5,5,2.25,0.95,Adjective,
goof,1,5,2,Grades 1-2,5.72,1,4,3,2.22,1.0,Noun,double-letter
picky,1,3,2,Grades 1-2,5.74,2,5,4,2.18,1.0,Adjective,
cloudy,1,3,2,Grades 1-2,5.5,2,6,5,2.16,1.0,Adjective,
cuddle,1,7,2,Grades 1-2,6.16,2,6,5,2.16,1.0,Verb,double-letter
drool,1,6,2,Grades 1-2,6.11,1,5,4,2.16,1.0,Verb,double-letter
goo,1,5,2,Grades 1-2,5.53,1,3,2,2.14,0.9,Noun,double-letter
smiley,1,3,2,Grades 1-2,5.71,2,6,5,2.14,0.94,Noun,
panda,1,1,2,Grades 1-2,5.67,2,5,5,2.12,1.0,Noun,
piglet,1,1,2,Grades 1-2,5.68,2,6,6,2.12,1.0,Noun,
snot,1,1,2,Grades 1-2,5.47,1,4,4,2.12,1.0,Noun,
tack,1,2,2,Grades 1-2,6.63,1,4,3,2.12,0.95,Noun,
tile,1,2,2,Grades 1-2,6.8,1,4,3,2.12,1.0,Noun,
waffle,1,7,2,Grades 1-2,5.32,2,6,5,2.12,1.0,Noun,double-letter
beak,1,2,2,Grades 1-2,5.42,1,4,3,2.1,1.0,Noun,
cub,1,1,2,Grades 1-2,5.4,1,3,3,2.1,1.0,Noun,
vine,1,2,2,Grades 1-2,6.95,1,4,3,2.1,1.0,Noun,
rhino,1,6,2,Grades 1-2,5.89,2,5,4,2.08,1.0,Noun,rh
beetle,1,7,2,Grades 1-2,5.32,2,6,5,2.06,1.0,Noun,double-letter
howl,1,2,2,Grades 1-2,5.55,1,4,3,2.06,1.0,Verb,
pedal,1,1,2,Grades 1-2,6.5,2,5,5,2.04,1.0,Noun,
scales,1,5,2,Grades 1-2,6.48,1,6,5,2.02,1.0,Noun,sc
pretzel,1,2,2,Grades 1-2,5.0,2,7,7,2.0,1.0,Noun,
cleanup,1,4,2,Grades 1-2,5.06,2,7,6,1.96,1.0,Noun,
puddle,1,7,2,Grades 1-2,5.37,2,6,5,1.94,1.0,Noun,double-letter
cider,1,3,2,Grades 1-2,5.83,2,5,4,1.9,0.95,Noun,
milky,1,1,2,Grades 1-2,6.32,2,5,5,1.86,1.0,Adjective,
aloud,1,3,2,Grades 1-2,6.22,2,5,4,1.84,1.0,Adverb,
bop,1,1,2,Grades 1-2,6.31,1,3,3,1.84,0.84,Verb,
crumb,1,7,2,Grades 1-2,5.89,1,5,4,1.8,1.0,Noun,silent-b
talker,1,6,2,Grades 1-2,5.74,2,6,4,1.78,1.0,Noun,
snail,1,3,2,Grades 1-2,5.79,1,5,4,1.76,1.0,Noun,
flake,1,2,2,Grades 1-2,5.95,1,5,4,1.75,0.95,Noun,
lumpy,1,1,2,Grades 1-2,6.89,2,5,5,1.75,1.0,Adjective,
hoof,1,5,2,Grades 1-2,6.9,1,4,3,1.73,1.0,Noun,double-letter
giggle,1,7,2,Grades 1-2,5.48,2,6,5,1.71,1.0,Verb,double-letter
pouch,1,5,2,Grades 1-2,6.56,1,5,3,1.71,1.0,Noun,
hurray,1,8,2,Grades 1-2,5.25,2,6,4,1.69,1.0,Interjection,double-letter
raisin,1,3,2,Grades 1-2,5.05,2,6,5,1.63,1.0,Noun,
whine,1,5,2,Grades 1-2,5.53,1,5,3,1.63,1.0,Verb,
halo,1,1,2,Grades 1-2,6.39,2,4,4,1.61,1.0,Noun,
snore,1,3,2,Grades 1-2,5.94,1,5,4,1.61,1.0,Verb,
sundae,1,3,2,Grades 1-2,5.11,2,6,5,1.59,1.0,Noun,
yarn,1,1,2,Grades 1-2,6.61,1,4,4,1.59,1.0,Noun,
eater,1,5,2,Grades 1-2,5.94,2,5,3,1.57,0.95,Noun,
sitter,1,8,2,Grades 1-2,5.68,2,6,4,1.57,1.0,Noun,double-letter
toot,1,5,2,Grades 1-2,5.53,1,4,3,1.57,0.95,Verb,double-letter
fussy,1,6,2,Grades 1-2,6.67,2,5,4,1.55,1.0,Adjective,double-letter
swoop,1,6,2,Grades 1-2,6.11,1,5,4,1.53,1.0,Verb,double-letter
mushy,1,3,2,Grades 1-2,6.56,2,5,4,1.51,1.0,Adjective,
giraffe,1,10,2,Grades 1-2,5.0,2,7,4,1.49,1.0,Noun,double-letter
mower,1,5,2,Grades 1-2,6.89,2,5,3,1.47,1.0,Noun,
cluck,1,2,2,Grades 1-2,5.22,1,5,4,1.43,0.95,Noun,
eel,1,5,2,Grades 1-2,6.47,1,3,2,1.43,1.0,Noun,double-letter
snug,1,1,2,Grades 1-2,6.38,1,4,4,1.43,0.89,Adjective,
wasp,1,1,2,Grades 1-2,5.58,1,4,4,1.43,0.95,Noun,
hippo,1,6,2,Grades 1-2,5.79,2,5,4,1.41,1.0,Noun,double-letter
icing,1,3,2,Grades 1-2,5.53,2,5,4,1.39,1.0,Noun,
mitt,1,5,2,Grades 1-2,6.83,1,4,3,1.37,0.95,Noun,double-letter
otter,1,8,2,Grades 1-2,5.47,2,5,3,1.35,0.89,Noun,double-letter
oval,1,1,2,Grades 1-2,5.95,2,4,4,1.35,1.0,Adjective,
twig,1,1,2,Grades 1-2,6.28,1,4,4,1.35,1.0,Noun,
girly,1,3,2,Grades 1-2,6.81,2,5,4,1.33,1.0,Adjective,
indoor,1,7,2,Grades 1-2,5.05,2,6,5,1.33,1.0,Adjective,double-letter
clover,1,3,2,Grades 1-2,5.74,2,6,5,1.31,1.0,Noun,
nacho,1,3,2,Grades 1-2,6.86,2,5,4,1.31,1.0,Noun,
fib,1,1,2,Grades 1-2,6.5,1,3,3,1.27,1.0,Noun,
pebble,1,7,2,Grades 1-2,5.68,2,6,5,1.27,1.0,Noun,double-letter
runny,1,6,2,Grades 1-2,5.68,2,5,4,1.27,1.0,Adjective,double-letter
germ,1,2,2,Grades 1-2,5.95,1,4,3,1.25,1.0,Noun,
hilly,1,6,2,Grades 1-2,6.0,2,5,4,1.22,0.95,Adjective,double-letter
blob,1,1,2,Grades 1-2,6.16,1,4,4,1.18,1.0,Noun,
giver,1,3,2,Grades 1-2,5.83,2,5,4,1.16,1.0,Noun,
bead,1,2,2,Grades 1-2,5.63,1,4,3,1.12,1.0,Noun,
dab,1,1,2,Grades 1-2,6.72,1,3,3,1.12,1.0,Noun,
walrus,1,1,2,Grades 1-2,5.06,2,6,6,1.12,0.94,Noun,
leaky,1,3,2,Grades 1-2,5.78,2,5,4,1.1,1.0,Adjective,
cuss,1,5,2,Grades 1-2,6.79,1,4,3,1.06,1.0,Noun,double-letter
blimp,1,1,2,Grades 1-2,6.63,1,5,5,1.04,1.0,Noun,
squish,1,3,2,Grades 1-2,5.65,1,6,5,1.04,1.0,Verb,
gaga,1,1,2,Grades 1-2,6.94,2,4,4,1.02,0.85,Noun,
snoopy,1,7,2,Grades 1-2,5.47,2,6,5,1.02,1.0,Adjective,double-letter
chore,1,5,2,Grades 1-2,5.79,1,5,3,1.0,1.0,Noun,
smudge,1,5,2,Grades 1-2,6.11,1,6,4,1.0,1.0,Noun,
yawn,1,2,2,Grades 1-2,5.3,1,4,3,1.0,1.0,Verb,
growl,1,2,2,Grades 1-2,5.79,1,5,4,0.98,1.0,Noun,
hive,1,2,2,Grades 1-2,6.89,1,4,3,0.98,1.0,Noun,
soggy,1,6,2,Grades 1-2,5.9,2,5,4,0.98,1.0,Adjective,double-letter
pant,1,1,2,Grades 1-2,5.94,1,4,4,0.96,0.94,Noun,
pail,1,2,2,Grades 1-2,6.16,1,4,3,0.94,1.0,Noun,
hiss,1,5,2,Grades 1-2,6.33,1,4,3,0.92,1.0,Verb,double-letter
tock,1,2,2,Grades 1-2,6.5,1,4,3,0.92,0.67,Verb,
swirl,1,3,2,Grades 1-2,6.67,1,5,4,0.9,1.0,Noun,
bitsy,1,1,2,Grades 1-2,6.1,2,5,5,0.88,1.0,Adjective,
petal,1,1,2,Grades 1-2,6.33,2,5,5,0.88,1.0,Noun,
snout,1,3,2,Grades 1-2,6.83,1,5,4,0.84,1.0,Noun,
splat,1,1,2,Grades 1-2,6.4,1,5,5,0.84,1.0,Verb,
oar,1,1,2,Grades 1-2,5.83,1,3,2,0.82,1.0,Noun,
unzip,1,1,2,Grades 1-2,6.06,2,5,5,0.82,1.0,Verb,
sag,1,1,2,Grades 1-2,6.95,1,3,3,0.8,1.0,Verb,
cubby,1,6,2,Grades 1-2,6.06,2,5,4,0.78,0.95,Noun,double-letter
purr,1,8,2,Grades 1-2,5.25,1,4,2,0.76,1.0,Noun,double-letter
quilt,1,1,2,Grades 1-2,6.55,1,5,5,0.76,1.0,Noun,
acorn,1,1,2,Grades 1-2,5.95,2,5,5,0.73,0.95,Noun,
belch,1,2,2,Grades 1-2,6.22,1,5,4,0.73,1.0,Verb,
vowel,1,3,2,Grades 1-2,6.53,2,5,4,0.71,1.0,Noun,
cob,1,1,2,Grades 1-2,6.52,1,3,3,0.69,1.0,Name,
teacup,1,3,2,Grades 1-2,5.39,2,6,5,0.65,1.0,Noun,
scab,1,2,2,Grades 1-2,6.65,1,4,4,0.63,1.0,Noun,sc
kazoo,1,6,2,Grades 1-2,6.25,2,5,4,0.61,0.89,Noun,double-letter
radish,1,3,2,Grades 1-2,5.25,2,6,5,0.61,1.0,Noun,
mane,1,2,2,Grades 1-2,5.6,1,4,3,0.59,1.0,Noun,
biter,1,3,2,Grades 1-2,6.0,2,5,4,0.57,0.95,Noun,
slush,1,3,2,Grades 1-2,6.95,1,5,4,0.55,1.0,Noun,
wavy,1,1,2,Grades 1-2,5.89,2,4,4,0.55,1.0,Adjective,
oat,1,1,2,Grades 1-2,5.83,1,3,2,0.53,1.0,Noun,
tepee,1,6,2,Grades 1-2,5.65,2,5,4,0.53,0.94,Noun,double-letter
smock,1,3,2,Grades 1-2,6.26,1,5,4,0.49,1.0,Noun,
soapy,1,3,2,Grades 1-2,5.72,2,5,4,0.49,1.0,Adjective,
leafy,1,3,2,Grades 1-2,5.62,2,5,4,0.47,0.89,Adjective,
suds,1,1,2,Grades 1-2,6.79,1,4,4,0.47,1.0,Noun,
slurp,1,3,2,Grades 1-2,6.76,1,5,4,0.43,1.0,Noun,
yolk,1,2,2,Grades 1-2,5.89,1,4,3,0.41,1.0,Noun,
meaty,1,3,2,Grades 1-2,6.0,2,5,4,0.35,0.94,Adjective,
bonk,1,1,2,Grades 1-2,5.56,1,4,4,0.33,0.95,Verb,
igloo,1,6,2,Grades 1-2,5.42,2,5,4,0.29,1.0,Noun,double-letter
beet,1,5,2,Grades 1-2,6.56,1,4,3,0.27,0.95,Noun,double-letter
yoyo,1,1,2,Grades 1-2,5.62,2,4,4,0.27,1.0,Name,
chomp,1,2,2,Grades 1-2,6.11,1,5,4,0.25,1.0,Verb,
understand,2,5,2,Grades 1-2,6.17,3,10,9,482.45,1.0,Verb,
important,2,3,2,Grades 1-2,5.79,3,9,9,207.59,1.0,Adjective,
sometimes,2,7,2,Grades 1-2,6.37,2,9,7,179.0,1.0,Adverb,
wonderful,2,5,2,Grades 1-2,6.47,3,9,8,164.0,1.0,Adjective,
president,2,3,2,Grades 1-2,6.89,3,9,9,140.67,1.0,Noun,
somewhere,2,8,2,Grades 1-2,6.26,2,9,6,111.53,1.0,Adverb,
attention,2,10,2,Grades 1-2,6.78,3,9,7,98.67,0.95,Noun,double-letter|-tion
interesting,2,8,2,Grades 1-2,6.95,3,11,9,86.69,1.0,Adjective,
girlfriend,2,9,2,Grades 1-2,6.26,2,10,8,76.1,1.0,Noun,ie/ei
dangerous,2,7,2,Grades 1-2,5.6,3,9,7,74.84,1.0,Adjective,
boyfriend,2,9,2,Grades 1-2,6.89,2,9,7,72.24,1.0,Noun,ie/ei
thousand,2,6,2,Grades 1-2,6.6,2,8,6,69.29,1.0,Noun,
sweetheart,2,9,2,Grades 1-2,6.26,2,10,8,64.16,1.0,Noun,double-letter
beginning,2,9,2,Grades 1-2,5.4,3,9,7,63.12,1.0,Noun,double-letter
detective,2,5,2,Grades 1-2,6.58,3,9,8,61.12,1.0,Noun,
difficult,2,8,2,Grades 1-2,5.85,3,9,8,60.16,1.0,Adjective,double-letter
favorite,2,7,2,Grades 1-2,5.72,3,8,6,59.45,1.0,Adjective,
surprised,2,7,2,Grades 1-2,6.63,2,9,7,55.06,1.0,Adjective,
innocent,2,8,2,Grades 1-2,5.95,3,8,7,54.51,1.0,Adjective,double-letter
emergency,2,5,2,Grades 1-2,5.94,4,9,8,54.43,1.0,Noun,
pregnant,2,5,2,Grades 1-2,6.76,2,8,8,52.02,1.0,Adjective,gn
everywhere,2,9,2,Grades 1-2,5.61,3,10,7,51.78,1.0,Adverb,
complete,2,4,2,Grades 1-2,6.58,2,8,7,51.69,1.0,Adjective,
apologize,2,5,2,Grades 1-2,5.67,4,9,8,49.37,1.0,Verb,
restaurant,2,7,2,Grades 1-2,5.95,3,10,8,46.53,1.0,Noun,
themselves,2,7,2,Grades 1-2,5.94,2,10,8,45.94,1.0,Pronoun,
following,2,10,2,Grades 1-2,6.21,3,9,6,45.29,1.0,Verb,double-letter
perfectly,2,5,2,Grades 1-2,6.16,3,9,8,43.25,1.0,Adverb,
whoever,2,7,2,Grades 1-2,6.48,3,7,5,43.2,1.0,Pronoun,
horrible,2,10,2,Grades 1-2,5.81,3,8,7,42.43,1.0,Adjective,double-letter|-ible
terrific,2,9,2,Grades 1-2,6.05,3,8,6,41.92,1.0,Adjective,double-letter
gentleman,2,3,2,Grades 1-2,6.89,3,9,9,41.86,1.0,Noun,
opening,2,4,2,Grades 1-2,6.28,3,7,6,38.43,1.0,Noun,
character,2,7,2,Grades 1-2,6.47,3,9,7,38.16,1.0,Noun,
national,2,5,2,Grades 1-2,6.89,3,8,7,38.16,1.0,Adjective,
mountain,2,6,2,Grades 1-2,6.15,2,8,6,35.39,1.0,Noun,
powerful,2,7,2,Grades 1-2,6.42,3,8,6,35.12,1.0,Adjective,
language,2,4,2,Grades 1-2,6.79,2,8,7,35.1,1.0,Noun,
whenever,2,7,2,Grades 1-2,6.37,3,8,6,35.1,1.0,Adverb,
exciting,2,5,2,Grades 1-2,6.26,3,8,7,34.82,1.0,Adjective,
criminal,2,2,2,Grades 1-2,6.78,3,8,8,34.47,1.0,Adjective,
sometime,2,6,2,Grades 1-2,6.53,2,8,6,33.31,1.0,Adverb,
magazine,2,5,2,Grades 1-2,5.89,3,8,7,33.2,1.0,Noun,
handsome,2,6,2,Grades 1-2,6.5,2,8,6,33.02,1.0,Adjective,
goodness,2,9,2,Grades 1-2,6.05,2,8,6,32.45,1.0,Noun,double-letter
someplace,2,7,2,Grades 1-2,6.41,2,9,7,31.59,1.0,Adverb,
permission,2,10,2,Grades 1-2,6.11,3,10,7,31.12,1.0,Noun,double-letter|-sion
nonsense,2,4,2,Grades 1-2,6.95,2,8,7,28.47,1.0,Noun,
midnight,2,10,2,Grades 1-2,6.21,2,8,6,28.37,1.0,Noun,gh
deliver,2,4,2,Grades 1-2,6.63,3,7,6,28.35,1.0,Verb,
charming,2,6,2,Grades 1-2,6.26,2,8,6,28.12,1.0,Adjective,
expensive,2,3,2,Grades 1-2,6.33,3,9,9,27.94,1.0,Adjective,
section,2,6,2,Grades 1-2,6.78,2,7,6,27.33,1.0,Noun,-tion
miracle,2,2,2,Grades 1-2,6.8,3,7,7,26.65,1.0,Noun,
cigarette,2,10,2,Grades 1-2,6.39,3,9,6,26.61,1.0,Noun,double-letter
disgusting,2,5,2,Grades 1-2,6.06,3,10,9,26.61,1.0,Adjective,
curious,2,5,2,Grades 1-2,6.64,3,7,7,26.22,1.0,Adjective,-ious
smoking,2,4,2,Grades 1-2,6.73,2,7,6,26.16,1.0,Verb,
attitude,2,9,2,Grades 1-2,6.78,3,8,6,26.08,1.0,Noun,double-letter
distance,2,7,2,Grades 1-2,6.81,2,8,7,25.61,1.0,Noun,-ance
celebrate,2,5,2,Grades 1-2,6.21,3,9,8,24.86,1.0,Verb,
location,2,7,2,Grades 1-2,6.86,3,8,7,24.76,1.0,Noun,-tion
happiness,2,9,2,Grades 1-2,6.17,3,9,7,24.49,1.0,Noun,double-letter
elevator,2,5,2,Grades 1-2,5.47,4,8,7,24.41,1.0,Noun,
direction,2,9,2,Grades 1-2,6.68,3,9,7,24.08,1.0,Noun,-tion
theater,2,7,2,Grades 1-2,6.94,3,7,5,24.04,1.0,Noun,
newspaper,2,7,2,Grades 1-2,5.78,3,9,7,23.69,1.0,Noun,
frightened,2,10,2,Grades 1-2,5.65,2,10,7,23.25,1.0,Adjective,gh
popular,2,2,2,Grades 1-2,6.61,3,7,7,23.08,1.0,Adjective,
violence,2,8,2,Grades 1-2,6.39,3,8,7,23.0,1.0,Noun,-ence
mystery,2,4,2,Grades 1-2,6.89,3,7,6,22.96,1.0,Noun,
friendship,2,9,2,Grades 1-2,5.62,2,10,8,22.82,1.0,Noun,ie/ei
vehicle,2,2,2,Grades 1-2,6.58,3,7,7,22.61,1.0,Noun,
ambulance,2,6,2,Grades 1-2,6.16,3,9,9,22.41,1.0,Noun,-ance
nightmare,2,10,2,Grades 1-2,5.94,2,9,6,22.39,1.0,Noun,gh
downtown,2,6,2,Grades 1-2,6.42,2,8,6,21.92,1.0,Adverb,
separate,2,7,2,Grades 1-2,6.63,3,8,6,21.71,1.0,Adjective,
delicious,2,9,2,Grades 1-2,6.5,3,9,7,21.53,1.0,Adjective,-ious
basketball,2,8,2,Grades 1-2,5.3,3,10,9,21.39,1.0,Noun,double-letter
disappear,2,9,2,Grades 1-2,5.37,3,9,7,20.96,1.0,Verb,double-letter
sentence,2,7,2,Grades 1-2,5.84,2,8,7,20.53,1.0,Noun,-ence
homework,2,6,2,Grades 1-2,5.89,2,8,6,20.14,1.0,Noun,
treasure,2,8,2,Grades 1-2,6.06,2,8,5,19.06,1.0,Noun,
interrupt,2,9,2,Grades 1-2,6.94,3,9,7,18.73,1.0,Verb,double-letter
highway,2,10,2,Grades 1-2,6.5,2,7,4,17.86,1.0,Noun,gh
exercise,2,5,2,Grades 1-2,6.17,3,8,7,17.73,1.0,Noun,
actual,2,2,2,Grades 1-2,6.94,3,6,7,17.33,1.0,Adjective,
electric,2,2,2,Grades 1-2,6.36,3,8,8,17.14,1.0,Adjective,
starving,2,4,2,Grades 1-2,6.32,2,8,7,16.96,1.0,Adjective,
factory,2,4,2,Grades 1-2,6.89,3,7,6,16.8,1.0,Noun,
commercial,2,10,2,Grades 1-2,6.17,3,10,7,16.25,1.0,Adjective,double-letter
worrying,2,10,2,Grades 1-2,6.52,3,8,5,16.22,1.0,Adjective,double-letter
quarters,2,4,2,Grades 1-2,6.32,2,8,7,16.16,1.0,Noun,
landing,2,4,2,Grades 1-2,6.72,2,7,6,16.04,1.0,Noun,
helicopter,2,6,2,Grades 1-2,5.26,4,10,9,15.8,1.0,Noun,
apology,2,3,2,Grades 1-2,5.56,4,7,7,15.76,1.0,Noun,
dressing,2,9,2,Grades 1-2,5.68,2,8,6,15.76,1.0,Verb,double-letter
entrance,2,7,2,Grades 1-2,6.84,2,8,7,15.69,1.0,Noun,-ance
opposite,2,9,2,Grades 1-2,5.06,3,8,6,15.2,1.0,Adjective,double-letter
painful,2,4,2,Grades 1-2,6.44,2,7,6,15.16,1.0,Adjective,
furniture,2,9,2,Grades 1-2,5.89,3,9,6,15.08,1.0,Noun,
movement,2,4,2,Grades 1-2,6.58,2,8,7,14.84,1.0,Noun,
pattern,2,9,2,Grades 1-2,6.89,2,7,5,14.47,1.0,Noun,double-letter
headache,2,8,2,Grades 1-2,6.71,2,8,5,14.1,1.0,Noun,
principal,2,3,2,Grades 1-2,5.58,3,9,9,13.75,1.0,Noun,
adventure,2,7,2,Grades 1-2,5.67,3,9,7,13.43,1.0,Noun,
punishment,2,5,2,Grades 1-2,5.47,3,10,9,13.43,1.0,Noun,
freezing,2,9,2,Grades 1-2,6.05,2,8,6,13.33,1.0,Adjective,double-letter
western,2,4,2,Grades 1-2,6.67,2,7,6,13.31,1.0,Adjective,
backwards,2,7,2,Grades 1-2,5.98,2,9,7,13.08,0.95,Adverb,
activity,2,3,2,Grades 1-2,6.47,4,8,8,12.88,1.0,Noun,
fighter,2,10,2,Grades 1-2,6.89,2,7,4,12.78,1.0,Noun,gh
railroad,2,6,2,Grades 1-2,6.06,2,8,6,12.43,1.0,Noun,
battery,2,9,2,Grades 1-2,5.58,3,7,5,12.41,1.0,Noun,double-letter
scientist,2,9,2,Grades 1-2,6.89,3,9,8,12.18,1.0,Noun,ie/ei|sc
buffalo,2,8,2,Grades 1-2,6.7,3,7,6,11.9,0.95,Name,double-letter
chapter,2,6,2,Grades 1-2,6.42,2,7,5,11.84,1.0,Noun,
trailer,2,6,2,Grades 1-2,6.37,2,7,5,11.35,1.0,Noun,
applause,2,10,2,Grades 1-2,6.2,2,8,5,11.29,0.95,Noun,double-letter
announcer,2,10,2,Grades 1-2,6.85,3,9,6,11.25,1.0,Noun,double-letter
include,2,4,2,Grades 1-2,6.47,2,7,6,11.14,1.0,Verb,
annoying,2,10,2,Grades 1-2,6.52,3,8,5,11.12,1.0,Adjective,double-letter
jewelry,2,4,2,Grades 1-2,6.67,3,7,6,11.06,1.0,Noun,
